record_id,plot_id,farm_id,crop,state,year,season,date,chemical_name,chemical_type,chemical_category,application_rate,unit,application_method,weather_at_application,temperature_c,notes
CHEM-0406,plot-004c,farm-004,Onion,Maharashtra,2021,Rabi,2021-12-02,DAP (18-46-0),fertilizer,phosphorus,74.8,kg/ha,drip,cloudy,27.4,
CHEM-0407,plot-004c,farm-004,Onion,Maharashtra,2021,Rabi,2021-03-24,Imidacloprid 17.8SL,pesticide,insecticide,187.3,ml/ha,foliar spray,clear morning,33.9,
CHEM-0408,plot-004c,farm-004,Onion,Maharashtra,2021,Rabi,2021-01-08,Chlorpyrifos 20EC,pesticide,insecticide,1066.1,ml/ha,foliar spray,cloudy,27.8,
CHEM-0409,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-11-18,MOP (0-0-60),fertilizer,potassium,76.6,kg/ha,drip,cloudy,26.4,
CHEM-0410,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-12-09,Zinc Sulphate,fertilizer,micronutrient,23.7,kg/ha,broadcast,light rain,22.4,
CHEM-0411,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-03-02,Chlorpyrifos 20EC,pesticide,insecticide,1269.0,ml/ha,drone,clear morning,36.0,
CHEM-0412,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-02-11,Carbendazim 50WP,pesticide,fungicide,443.4,g/ha,foliar spray,evening calm,29.3,
CHEM-0413,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-03-26,Propiconazole 25EC,pesticide,fungicide,480.3,ml/ha,power sprayer,evening calm,32.0,
CHEM-0414,plot-004c,farm-004,Onion,Maharashtra,2023,Rabi,2023-12-25,SSP (Single Super Phosphate),fertilizer,phosphorus,159.2,kg/ha,band,cloudy,23.0,
CHEM-0415,plot-004c,farm-004,Onion,Maharashtra,2023,Rabi,2023-12-21,Zinc Sulphate,fertilizer,micronutrient,10.4,kg/ha,broadcast,light rain,20.0,
CHEM-0416,plot-004c,farm-004,Onion,Maharashtra,2023,Rabi,2023-12-04,Zinc Sulphate,fertilizer,micronutrient,22.7,kg/ha,band,cloudy,28.4,
CHEM-0417,plot-004c,farm-004,Onion,Maharashtra,2023,Rabi,2023-01-02,Lambda Cyhalothrin 5EC,pesticide,insecticide,513.5,ml/ha,knapsack,evening calm,28.6,
CHEM-0418,plot-004c,farm-004,Onion,Maharashtra,2024,Rabi,2024-11-19,Borax,fertilizer,micronutrient,14.7,kg/ha,broadcast,cloudy,32.7,
CHEM-0419,plot-004c,farm-004,Onion,Maharashtra,2024,Rabi,2024-11-14,Zinc Sulphate,fertilizer,micronutrient,11.1,kg/ha,band,cloudy,25.8,
CHEM-0420,plot-004c,farm-004,Onion,Maharashtra,2024,Rabi,2024-12-23,SSP (Single Super Phosphate),fertilizer,phosphorus,192.6,kg/ha,foliar,light rain,29.1,
CHEM-0421,plot-004c,farm-004,Onion,Maharashtra,2024,Rabi,2024-01-25,Imidacloprid 17.8SL,pesticide,insecticide,193.2,ml/ha,foliar spray,clear morning,23.7,
CHEM-0422,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-11-18,Borax,fertilizer,micronutrient,8.1,kg/ha,foliar,cloudy,29.0,
CHEM-0423,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-11-03,Borax,fertilizer,micronutrient,7.7,kg/ha,band,light rain,36.5,
CHEM-0424,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-12-05,Urea (46-0-0),fertilizer,nitrogen,95.1,kg/ha,broadcast,cloudy,39.4,
CHEM-0425,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-02-09,Pretilachlor 50EC,pesticide,herbicide,619.6,ml/ha,knapsack,clear morning,37.2,
CHEM-0426,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-03-08,"2,4-D Sodium Salt 80WP",pesticide,herbicide,778.0,g/ha,foliar spray,cloudy,23.6,
CHEM-0427,plot-004c,farm-004,Onion,Maharashtra,2026,Rabi,2026-11-05,DAP (18-46-0),fertilizer,phosphorus,50.6,kg/ha,band,overcast,27.4,
CHEM-0428,plot-004c,farm-004,Onion,Maharashtra,2026,Rabi,2026-12-27,DAP (18-46-0),fertilizer,phosphorus,79.1,kg/ha,broadcast,clear,39.9,
CHEM-0429,plot-004c,farm-004,Onion,Maharashtra,2026,Rabi,2026-01-28,"2,4-D Sodium Salt 80WP",pesticide,herbicide,904.6,g/ha,power sprayer,clear morning,22.7,
CHEM-0430,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-12-27,Urea (46-0-0),fertilizer,nitrogen,91.8,kg/ha,drip,overcast,20.6,
CHEM-0431,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-11-06,Zinc Sulphate,fertilizer,micronutrient,12.6,kg/ha,foliar,light rain,28.9,
CHEM-0432,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-11-21,MOP (0-0-60),fertilizer,potassium,31.7,kg/ha,foliar,overcast,28.2,
CHEM-0433,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-02-13,"2,4-D Sodium Salt 80WP",pesticide,herbicide,530.5,g/ha,knapsack,cloudy,25.2,
CHEM-0434,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-03-26,Pretilachlor 50EC,pesticide,herbicide,699.7,ml/ha,foliar spray,cloudy,34.5,
CHEM-0435,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-02-12,Propiconazole 25EC,pesticide,fungicide,591.9,ml/ha,power sprayer,cloudy,26.3,
CHEM-0436,plot-005a,farm-005,Wheat,Uttar Pradesh,2021,Rabi,2021-11-26,SSP (Single Super Phosphate),fertilizer,phosphorus,159.7,kg/ha,foliar,clear,36.2,
CHEM-0437,plot-005a,farm-005,Wheat,Uttar Pradesh,2021,Rabi,2021-11-06,Borax,fertilizer,micronutrient,10.3,kg/ha,broadcast,cloudy,33.1,
CHEM-0438,plot-005a,farm-005,Wheat,Uttar Pradesh,2021,Rabi,2021-03-02,Pretilachlor 50EC,pesticide,herbicide,926.5,ml/ha,knapsack,evening calm,35.5,
CHEM-0439,plot-005a,farm-005,Wheat,Uttar Pradesh,2021,Rabi,2021-01-06,Glyphosate 41SL,pesticide,herbicide,2032.2,ml/ha,knapsack,evening calm,27.1,
CHEM-0440,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-11-23,SSP (Single Super Phosphate),fertilizer,phosphorus,191.4,kg/ha,foliar,cloudy,31.3,
CHEM-0441,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-12-18,NPK 20:20:0,fertilizer,complex,110.2,kg/ha,foliar,cloudy,29.8,
CHEM-0442,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-11-01,DAP (18-46-0),fertilizer,phosphorus,52.8,kg/ha,drip,clear,26.6,
CHEM-0443,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-12-23,NPK 20:20:0,fertilizer,complex,108.4,kg/ha,band,light rain,21.2,
CHEM-0444,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-03-28,Lambda Cyhalothrin 5EC,pesticide,insecticide,532.3,ml/ha,power sprayer,clear morning,28.0,
CHEM-0445,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-12-10,Zinc Sulphate,fertilizer,micronutrient,18.8,kg/ha,foliar,cloudy,39.5,
CHEM-0446,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-12-21,Zinc Sulphate,fertilizer,micronutrient,21.9,kg/ha,foliar,cloudy,34.1,
CHEM-0447,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-11-13,SSP (Single Super Phosphate),fertilizer,phosphorus,122.3,kg/ha,foliar,light rain,22.5,
CHEM-0448,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-12-28,Urea (46-0-0),fertilizer,nitrogen,146.4,kg/ha,broadcast,cloudy,32.0,
CHEM-0449,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-01-16,Mancozeb 75WP,pesticide,fungicide,2459.5,g/ha,knapsack,cloudy,33.9,
CHEM-0450,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-02-06,Mancozeb 75WP,pesticide,fungicide,2020.2,g/ha,foliar spray,evening calm,32.7,
CHEM-0451,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-02-07,Propiconazole 25EC,pesticide,fungicide,578.7,ml/ha,knapsack,evening calm,23.1,
CHEM-0452,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-11-13,DAP (18-46-0),fertilizer,phosphorus,86.0,kg/ha,drip,overcast,39.4,
CHEM-0453,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-12-12,Zinc Sulphate,fertilizer,micronutrient,17.4,kg/ha,drip,clear,36.6,
CHEM-0454,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-11-26,NPK 20:20:0,fertilizer,complex,69.8,kg/ha,broadcast,light rain,20.4,
CHEM-0455,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-01-13,Imidacloprid 17.8SL,pesticide,insecticide,88.9,ml/ha,knapsack,evening calm,23.2,
CHEM-0456,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-03-16,Imidacloprid 17.8SL,pesticide,insecticide,120.6,ml/ha,foliar spray,cloudy,37.1,
CHEM-0457,plot-005a,farm-005,Wheat,Uttar Pradesh,2025,Rabi,2025-11-11,Zinc Sulphate,fertilizer,micronutrient,12.4,kg/ha,band,cloudy,28.2,
CHEM-0458,plot-005a,farm-005,Wheat,Uttar Pradesh,2025,Rabi,2025-12-08,Ammonium Sulphate,fertilizer,nitrogen,96.2,kg/ha,broadcast,clear,27.9,
CHEM-0459,plot-005a,farm-005,Wheat,Uttar Pradesh,2025,Rabi,2025-02-01,"2,4-D Sodium Salt 80WP",pesticide,herbicide,576.8,g/ha,drone,clear morning,26.7,
CHEM-0460,plot-005a,farm-005,Wheat,Uttar Pradesh,2025,Rabi,2025-01-07,"2,4-D Sodium Salt 80WP",pesticide,herbicide,599.8,g/ha,knapsack,evening calm,26.7,
CHEM-0461,plot-005a,farm-005,Wheat,Uttar Pradesh,2025,Rabi,2025-01-10,Imidacloprid 17.8SL,pesticide,insecticide,136.8,ml/ha,drone,cloudy,29.8,
CHEM-0462,plot-005a,farm-005,Wheat,Uttar Pradesh,2026,Rabi,2026-12-06,Ammonium Sulphate,fertilizer,nitrogen,56.4,kg/ha,foliar,overcast,27.4,
CHEM-0463,plot-005a,farm-005,Wheat,Uttar Pradesh,2026,Rabi,2026-12-15,Borax,fertilizer,micronutrient,5.4,kg/ha,foliar,cloudy,36.7,
CHEM-0464,plot-005a,farm-005,Wheat,Uttar Pradesh,2026,Rabi,2026-11-03,Urea (46-0-0),fertilizer,nitrogen,90.6,kg/ha,foliar,overcast,39.4,
CHEM-0465,plot-005a,farm-005,Wheat,Uttar Pradesh,2026,Rabi,2026-12-27,NPK 20:20:0,fertilizer,complex,93.2,kg/ha,drip,overcast,31.5,
CHEM-0466,plot-005a,farm-005,Wheat,Uttar Pradesh,2026,Rabi,2026-02-28,"2,4-D Sodium Salt 80WP",pesticide,herbicide,649.4,g/ha,foliar spray,evening calm,31.1,
CHEM-0467,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2020,Rabi,2020-12-06,MOP (0-0-60),fertilizer,potassium,36.0,kg/ha,band,cloudy,36.2,
CHEM-0468,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2020,Rabi,2020-11-22,MOP (0-0-60),fertilizer,potassium,32.1,kg/ha,drip,cloudy,39.9,
CHEM-0469,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2020,Rabi,2020-12-11,MOP (0-0-60),fertilizer,potassium,71.7,kg/ha,broadcast,clear,27.8,
CHEM-0470,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2020,Rabi,2020-12-17,Zinc Sulphate,fertilizer,micronutrient,18.3,kg/ha,drip,clear,35.7,
CHEM-0471,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2020,Rabi,2020-01-14,Pretilachlor 50EC,pesticide,herbicide,912.7,ml/ha,knapsack,clear morning,31.1,
CHEM-0472,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2020,Rabi,2020-03-25,Imidacloprid 17.8SL,pesticide,insecticide,191.0,ml/ha,foliar spray,cloudy,35.9,
CHEM-0473,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2020,Rabi,2020-02-13,Propiconazole 25EC,pesticide,fungicide,751.2,ml/ha,drone,evening calm,31.7,
CHEM-0474,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2021,Rabi,2021-11-20,MOP (0-0-60),fertilizer,potassium,43.8,kg/ha,drip,clear,27.9,
CHEM-0475,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2021,Rabi,2021-11-24,SSP (Single Super Phosphate),fertilizer,phosphorus,169.1,kg/ha,drip,light rain,37.9,
CHEM-0476,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2021,Rabi,2021-02-10,Propiconazole 25EC,pesticide,fungicide,727.0,ml/ha,power sprayer,cloudy,35.7,
CHEM-0477,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2022,Rabi,2022-11-05,DAP (18-46-0),fertilizer,phosphorus,98.6,kg/ha,foliar,overcast,35.5,
CHEM-0478,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2022,Rabi,2022-12-20,SSP (Single Super Phosphate),fertilizer,phosphorus,126.9,kg/ha,broadcast,cloudy,28.8,
CHEM-0479,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2022,Rabi,2022-12-27,Zinc Sulphate,fertilizer,micronutrient,21.1,kg/ha,broadcast,cloudy,21.3,
CHEM-0480,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2022,Rabi,2022-11-06,Zinc Sulphate,fertilizer,micronutrient,12.0,kg/ha,band,cloudy,36.7,
CHEM-0481,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2022,Rabi,2022-02-23,Chlorpyrifos 20EC,pesticide,insecticide,1684.7,ml/ha,knapsack,cloudy,27.9,
CHEM-0482,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2023,Rabi,2023-11-22,Zinc Sulphate,fertilizer,micronutrient,19.5,kg/ha,broadcast,cloudy,27.4,
CHEM-0483,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2023,Rabi,2023-12-19,Borax,fertilizer,micronutrient,6.8,kg/ha,foliar,light rain,23.3,
CHEM-0484,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2023,Rabi,2023-11-10,Ammonium Sulphate,fertilizer,nitrogen,102.4,kg/ha,broadcast,overcast,21.0,
CHEM-0485,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2023,Rabi,2023-03-08,Mancozeb 75WP,pesticide,fungicide,2785.7,g/ha,knapsack,cloudy,32.4,
CHEM-0486,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2023,Rabi,2023-03-01,Pretilachlor 50EC,pesticide,herbicide,608.0,ml/ha,drone,clear morning,32.4,
CHEM-0487,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2023,Rabi,2023-03-26,Chlorpyrifos 20EC,pesticide,insecticide,1335.7,ml/ha,power sprayer,evening calm,37.5,
CHEM-0488,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2024,Rabi,2024-12-28,Ammonium Sulphate,fertilizer,nitrogen,79.7,kg/ha,foliar,overcast,25.0,
CHEM-0489,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2024,Rabi,2024-12-19,Borax,fertilizer,micronutrient,8.0,kg/ha,broadcast,clear,30.2,
CHEM-0490,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2024,Rabi,2024-12-10,SSP (Single Super Phosphate),fertilizer,phosphorus,156.1,kg/ha,broadcast,overcast,21.3,
CHEM-0491,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2024,Rabi,2024-12-09,Ammonium Sulphate,fertilizer,nitrogen,94.8,kg/ha,foliar,cloudy,23.0,
CHEM-0492,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2024,Rabi,2024-03-13,Chlorpyrifos 20EC,pesticide,insecticide,2208.1,ml/ha,power sprayer,evening calm,24.2,
CHEM-0493,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2025,Rabi,2025-12-14,Borax,fertilizer,micronutrient,15.0,kg/ha,drip,overcast,34.7,
CHEM-0494,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2025,Rabi,2025-11-22,NPK 20:20:0,fertilizer,complex,80.6,kg/ha,drip,light rain,30.1,
CHEM-0495,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2025,Rabi,2025-01-16,Pretilachlor 50EC,pesticide,herbicide,672.5,ml/ha,knapsack,evening calm,26.1,
CHEM-0496,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2026,Rabi,2026-12-21,MOP (0-0-60),fertilizer,potassium,77.3,kg/ha,broadcast,cloudy,27.1,
CHEM-0497,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2026,Rabi,2026-12-12,Ammonium Sulphate,fertilizer,nitrogen,79.4,kg/ha,foliar,light rain,29.3,
CHEM-0498,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2026,Rabi,2026-11-16,DAP (18-46-0),fertilizer,phosphorus,73.5,kg/ha,band,clear,37.3,
CHEM-0499,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2026,Rabi,2026-12-02,Zinc Sulphate,fertilizer,micronutrient,17.9,kg/ha,band,cloudy,39.8,
CHEM-0500,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2026,Rabi,2026-02-05,Glyphosate 41SL,pesticide,herbicide,2980.8,ml/ha,power sprayer,evening calm,24.9,
CHEM-0501,plot-005b,farm-005,Sugarcane,Uttar Pradesh,2026,Rabi,2026-03-06,Imidacloprid 17.8SL,pesticide,insecticide,138.5,ml/ha,power sprayer,evening calm,22.9,
CHEM-0502,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2020,Rabi,2020-11-19,Ammonium Sulphate,fertilizer,nitrogen,64.7,kg/ha,band,overcast,35.7,
CHEM-0503,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2020,Rabi,2020-12-21,DAP (18-46-0),fertilizer,phosphorus,56.5,kg/ha,drip,overcast,28.6,
CHEM-0504,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2020,Rabi,2020-11-18,Borax,fertilizer,micronutrient,8.8,kg/ha,band,light rain,39.0,
CHEM-0505,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2020,Rabi,2020-03-01,Pretilachlor 50EC,pesticide,herbicide,676.2,ml/ha,knapsack,clear morning,33.1,
CHEM-0506,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2020,Rabi,2020-01-13,Propiconazole 25EC,pesticide,fungicide,524.8,ml/ha,power sprayer,clear morning,23.0,
CHEM-0507,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2021,Rabi,2021-12-24,Ammonium Sulphate,fertilizer,nitrogen,116.4,kg/ha,foliar,overcast,37.8,
CHEM-0508,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2021,Rabi,2021-12-12,MOP (0-0-60),fertilizer,potassium,47.1,kg/ha,band,cloudy,39.0,
CHEM-0509,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2021,Rabi,2021-03-05,Chlorpyrifos 20EC,pesticide,insecticide,1342.6,ml/ha,knapsack,evening calm,22.4,
CHEM-0510,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2021,Rabi,2021-02-23,Pretilachlor 50EC,pesticide,herbicide,667.6,ml/ha,foliar spray,cloudy,36.0,
CHEM-0511,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2022,Rabi,2022-11-22,Urea (46-0-0),fertilizer,nitrogen,121.6,kg/ha,broadcast,clear,21.0,
CHEM-0512,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2022,Rabi,2022-12-04,DAP (18-46-0),fertilizer,phosphorus,70.8,kg/ha,foliar,overcast,34.0,
CHEM-0513,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2022,Rabi,2022-11-10,NPK 20:20:0,fertilizer,complex,101.7,kg/ha,drip,clear,33.2,
CHEM-0514,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2022,Rabi,2022-01-17,Lambda Cyhalothrin 5EC,pesticide,insecticide,425.6,ml/ha,foliar spray,cloudy,23.8,
CHEM-0515,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2022,Rabi,2022-03-07,Imidacloprid 17.8SL,pesticide,insecticide,139.7,ml/ha,power sprayer,evening calm,37.6,
CHEM-0516,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2023,Rabi,2023-11-18,Zinc Sulphate,fertilizer,micronutrient,14.4,kg/ha,drip,cloudy,33.8,
CHEM-0517,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2023,Rabi,2023-11-01,Borax,fertilizer,micronutrient,8.3,kg/ha,broadcast,clear,36.7,
CHEM-0518,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2023,Rabi,2023-11-25,Borax,fertilizer,micronutrient,6.5,kg/ha,broadcast,clear,38.1,
CHEM-0519,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2023,Rabi,2023-02-09,Mancozeb 75WP,pesticide,fungicide,2185.1,g/ha,drone,clear morning,23.6,
CHEM-0520,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2023,Rabi,2023-02-12,Lambda Cyhalothrin 5EC,pesticide,insecticide,562.2,ml/ha,power sprayer,cloudy,33.8,
CHEM-0521,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2023,Rabi,2023-01-01,Imidacloprid 17.8SL,pesticide,insecticide,182.1,ml/ha,knapsack,evening calm,32.4,
CHEM-0522,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2024,Rabi,2024-12-24,SSP (Single Super Phosphate),fertilizer,phosphorus,189.5,kg/ha,broadcast,light rain,36.3,
CHEM-0523,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2024,Rabi,2024-12-15,MOP (0-0-60),fertilizer,potassium,35.7,kg/ha,foliar,overcast,33.8,
CHEM-0524,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2024,Rabi,2024-11-04,Borax,fertilizer,micronutrient,13.0,kg/ha,band,clear,39.6,
CHEM-0525,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2024,Rabi,2024-03-16,Imidacloprid 17.8SL,pesticide,insecticide,129.9,ml/ha,drone,clear morning,31.8,
CHEM-0526,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2025,Rabi,2025-11-16,Urea (46-0-0),fertilizer,nitrogen,140.4,kg/ha,drip,clear,37.8,
CHEM-0527,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2025,Rabi,2025-12-21,Borax,fertilizer,micronutrient,5.5,kg/ha,foliar,clear,34.1,
CHEM-0528,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2025,Rabi,2025-12-17,NPK 20:20:0,fertilizer,complex,118.7,kg/ha,broadcast,overcast,33.2,
CHEM-0529,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2025,Rabi,2025-03-21,"2,4-D Sodium Salt 80WP",pesticide,herbicide,672.9,g/ha,drone,clear morning,35.4,
CHEM-0530,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2026,Rabi,2026-11-17,Urea (46-0-0),fertilizer,nitrogen,80.8,kg/ha,drip,overcast,37.4,
CHEM-0531,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2026,Rabi,2026-12-08,DAP (18-46-0),fertilizer,phosphorus,87.6,kg/ha,foliar,light rain,21.0,
CHEM-0532,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2026,Rabi,2026-12-13,NPK 20:20:0,fertilizer,complex,93.0,kg/ha,band,clear,29.2,
CHEM-0533,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2026,Rabi,2026-12-15,Borax,fertilizer,micronutrient,5.9,kg/ha,foliar,clear,39.6,
CHEM-0534,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2026,Rabi,2026-02-02,Chlorpyrifos 20EC,pesticide,insecticide,1154.0,ml/ha,foliar spray,clear morning,34.7,
CHEM-0535,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2026,Rabi,2026-03-07,Carbendazim 50WP,pesticide,fungicide,472.5,g/ha,drone,cloudy,27.8,
CHEM-0536,plot-005c,farm-005,Rapeseed &Mustard,Uttar Pradesh,2026,Rabi,2026-02-11,Chlorpyrifos 20EC,pesticide,insecticide,2224.9,ml/ha,drone,evening calm,32.5,
